"id","name","taal","abartan","tableWidth"
"00914","যে ছিল আমার স্বপনচারিণী","দাদরা","২",20
"00915","হায় হতভাগিনী","ষষ্ঠী(২/৪)","২",17
"00917","ছি ছি, মরি লাজে , মরি লাজে","তালমুক্ত","১",19
"00918","শুভ মিলনলগনে বাজুক বাঁশি","দাদরা","৩",25
"00920","ছিন্ন শিকল পায়ে নিয়ে ওরে পাখি","ষষ্ঠী(২/৪)","৩",25
"00922","দুঃখের যজ্ঞ-অনল-জ্বলনে","কাহারবা","২",21
"00923","আমার মন কেমন করে","দাদরা","২",17
"00924","গোপন কথাটি রবে না গোপনে","কাহারবা","১",24
"00926","অজানা সুর কে দিয়ে যায়","কাহারবা","১",21
"00927","ধরা সে যে দেয় নাই,দেয় নাই","কাহারবা","১",21
"00930","তুমি কোন্ ভাঙনের পথে এলে সুপ্তরাতে","তালমুক্ত","১",24
"00931","আমি তোমার সঙ্গে বেঁধেছি আমার প্রাণ","দাদরা","২",22
"00932","এই উদাসী হাওয়ার পথে পথে মুকুলগুলি ঝরে","দাদরা","৩",27
"00933","বসন্ত সে যায় তো হেসে","কাহারবা","২",24
"00934","মম দুঃখের সাধন যবে করিনু নিবেদন তব চরণতলে","কাহারবা","২",24
"00936","আজি দক্ষিণপবনে","তালমুক্ত","১",25
"00937","যদি হায় জীবন পূরণ নাই হল মম তব অকৃপণ করে","কাহারবা","২",24
"00940","আমি যে গান গাই জানি নে সে কার উদ্দেশে","কাহারবা","২",21
"00942","ওগো স্বপ্নরূপিণী, তব অভিসারের পথে পথে","দাদরা","৩",28
"00944","দিনান্তবেলায় শেষের ফসল নিলেম তরী-'পরে,","কাহারবা","২",21
"00945","ধূসরজীবনের গোধূলিতে ক্লান্ত আলোয় ম্লান স্মৃতি","কাহারবা","২",24
"00947","দৈবে তুমি কখন নেশায় পেয়ে","দাদরা","৩",25
"00950","কেন ধরে রাখা ও যে যাবে চলে","একতালা","১",17
"00951","ও চাঁদ,চোখের জলের লাগল জোয়ার","কাহারবা","১",21
"00954","তার হাতে ছিল হাসির ফুলের হার","দাদরা","২",20
"00956","আজি যে রজনী যায় ফিরাইব তায় কেমনে","দাদরা","১",23
"00958","সকরুণ বেণু বাজায়ে কে যায় বিদেশী নায়ে","দাদরা","১",17
"00959","এ পারে মুখর হল কেকা ওই","তালমুক্ত","১",32
"00960","অকারণে অকালে মোর পড়ল যখন ডাক","দাদরা","২",17
"00962","ডাকে বার বার ডাকে","দাদরা","১",26
"00963","অন্ধকারের উৎস হতে উৎসারিত আলো","দাদরা","২",17
"00964","সারা জীবন দিল আলো সূর্য গ্রহ চাঁদ","একতালা","১",17
"00965","আপন হতে বাহির হয়ে বাইরে দাঁড়া,","দাদরা","২",19
"00966","যে থাকে থাক্-না দ্বারে","দাদরা","২",17
"00967","আকাশে দুই হাতে প্রেম বিলায় ও কে!","দাদরা","২",21
"00968","নিত্য তোমার যে ফুল","দাদরা","১",20
"00969","এমনি ক'রে ঘুরিব দূরে","দাদরা","৩",22
"00970","কোলাহল তো বারণ হল","দাদরা","২",18
"00971","যেথায় তোমার লুট হতেছে","দাদরা","২",17
"00972","বিশ্বসাথে যোগে যেথায় বিহরে","দাদরা","২",21
"00973","প্রভু,  আজি তোমার  দক্ষিন হাত","কাওয়ালি(৪/৪/৪/৪)","১",26
"00975","কত অজানারে জানাইলে তুমি","রুপকড়া","১",23
"00976","সবার মাঝারে তোমারে","একতালা","১",17
"00977","মোরে ডাকি লয়ে যাও","তেওড়া","১",21
"00979","জাগ্রত বিশ্বকোলাহল-মাঝে","দাদরা","১",19
"00981","ডুবি অমৃতপাথারে","দাদরা","১",19
"00982","ভেঙেছে দুয়ার, এসেছে জ্যোতির্ময়, তোমারি হউক জয়","দাদরা","২",17
"00983","হবে জয়,হবে জয়","ঝাঁপ","১",17
"00984","জয় হোক, জয় হোক নব অরুণোদয়","কাহারবা","১",26
"00985","জয় তব বিচিত্র আনন্দ হে কবি","দাদরা","২",24
"00986","সকল কলুষতামসহর, জয় হোক তব জয়","দাদরা","১",17
"00987","রাখো রাখো রে জীবনে জীবনবল্লভে","দাদরা","১",21
"00989","ওই শুনি যেন চরণধ্বনি রে","দাদরা","২",25
"00990","বেঁধেছ প্রেমের পাশে","তিনতালা","১",21
"00991","দাও হে আমার ভয় ভেঙে দাও","কাওয়ালি(৪/৪/৪/৪)","১",21
"00992","আর নহে আর নয়","কাহারবা","১",24
"00993","আরো চাই যে, আরো চাই গো","দাদরা","২",21
"00996","আসা যাওয়ার মাঝখানে","কাহারবা","১",21
"00997","বারে বারে পেয়েছি যে তারে","দাদরা","১",23
"00998","এ পথ গেছে কোন্‌খানে","দাদরা","১",17
"00999","নিত্য নব সত্য তব শুভ্র আলোকময়","ঝাঁপ","১",15
"01000","যদি ঝড়ের মেঘের মতো আমি ধাই চঞ্চল-অন্তর","তিনতালা","১",21
"01002","প্রেমানন্দে রাখো পূর্ণ আমারে","একতালা","১",19
"01003","মাঝে মাঝে তব দেখা পাই","একতালা","১",20
"01005","কেন বাণী তব নাহি শুনি","ঝাঁপ","১",15
"01006","তুমি ছেড়ে ছিলে,ভুলে ছিলে ব'লে","একতালা","১",17
"01007","অসীম আকাশে অগণ্য কিরণ","দাদরা","১",19
"01008","চরণধ্বনি শুনি তব,নাথ,","ঝাঁপ","১",15
"01009","শূন্য হাতে ফিরি, হে নাথ, পথে পথে","সুরফাঁক","১",14
"01010","অলি বার বার ফিরে যায়","দাদরা(৩/৩)","২",20
"01011","অশান্তি আজ হানল এ কী দহনজ্বালা","দাদরা","১",17
"01012","আজ তোমারে দেখতে এলেম","দাদরা","১",17
"01013","আজ যেমন ক'রে গাইছে আকাশ","তালমুক্ত","১",21
"01016","আমায় থাকতে দে না আপন মনে","কাহারবা","১",21
"01017","আমার অঙ্গে অঙ্গে কে বাজায় বাঁশি","কাহারবা","১",21
"01018","আমার এপথ তোমার পথের থেকে","দাদরা","২",17
"01019","আমার এই রিক্ত ডালি","দাদরা","১",21
"01020","আমার একটি কথা বাঁশি জানে","দাদরা","১",17
"01021","আমার জ্বলে নি আলো অন্ধকারে,","ষষ্ঠী(২/৪)","২",17
"01022","আমার ভুবন তো আজ","ষষ্ঠী(২/৪)","১",17
"01023","আমার মন চেয়ে রয় মনে মনে ‎হেরে মাধুরী","তেওড়া","২",21
"01024","আমার মন বলে,চাই,","দাদরা","১",17
"01025","আমার যেতে সরে না মন","দাদরা","২",21
"01026","আমি এলেম তারি দ্বারে,","কাহারবা","১",24
"01028","আমি নিশি নিশি কত","একতালা","১",21
"01029","আমি ফুল তুলিতে এলেম","কাহারবা","১",21
"01030","আমি হৃদয়ের কথা বলিতে ব্যাকুল","দাদরা","১",20
"01031","আয় তবে সহচরী","তিনতালা","১",21
"01034","একদা তুমি, প্রিয়ে","দাদরা","৩",22
"01035","একলা ব'সে একে একে অন্যমনে","দাদরা","১",17
"01036","এখনো তারে চোখে দেখি নি","কাওয়ালি(৪/৪/৪/৪)","১",27
"01038","এরা  পরকে আপন করে","খেমটা","১",23
"01039","এলেম নতুন দেশে","কাহারবা","১",21
"01042","ও কেন চুরি ক'রে চায়","দাদরা","১",21
"01043","ও দেখা দিয়ে যে চলে গেল","সুরফাঁক(৫/৫)","১",15
"01045","ওকে বলো, সখী, বলো, কেন মিছে করে ছল","দাদরা","২",22
"01050","ওলো, রেখে দে সখী, রেখে দে","দাদরা","২",17
"01051","কখন যে বসন্ত গেল","আড়াঠেকা","১",24
"01053","কবে তুমি আসবে বলে","দাদরা","১",17
"01054","কাছে আছে দেখিতে না পাও","দাদরা","২",20
"01056","কী ফুল ঝরিল বিপুল অন্ধকারে","দাদরা","২",17
"01057","কী সুর বাজে আমার প্রাণে","কাওয়ালি(৪/৪/৪/৪)","১",23
"01058","কী হল আমার! বুঝি বা সখী","একতালা","১",17
"01059","কে উঠে ডাকি মম বক্ষ নীড়ে থাকি","একতালা","১",17
"01060","কে ডাকে ! আমি কভু ফিরে নাহি চাই","দাদরা","১",22
"01061","কেন সারাদিন ধীরে ধীরে","রূপকড়া","২",23
"01065","কোন্ গহন অরণ্যে তারে","দাদরা","১",17
"01067","গহন ঘন বনে পিয়াল-তমাল-সহকার-ছায়ে","চৌতাল","১",19
"01069","ঘরেতে ভ্রমর এলো","দাদরা","১",17
"01070","চিনিলে না আমারে কি","কাহারবা","২",24
"01071","জাগরণে যায় বিভাবরী","কাহারবা","১",21
"01072","জীবনে আজ কি প্রথম এল বসন্ত","দাদরা","২",21
"01075","তার বিদায়বেলায় মালাখানি আমার গলে রে","দাদরা","২",19
"01076","তরে কেমনে ধরিবে সখি, যদি ধরা দিলে","দাদরা","২",24
"01077","তারে দেখাতে পারি নে কেন প্রাণ খুলে গো","দাদরা","১",20
"01078","তুই ফেলে এসেছিস কারে","দাদরা","২",17
"01082","তোমার গীতি জাগালো স্মৃতি","রুপক(৩/৪)","২",22
"01084","দিন পরে যায় দিন","কাহারবা","২",21
"01085","দিনের পরে দিন যে গেল","কাহারবা","২",21
"01086","দিবস রজনী, আমি যেন কার","দাদরা","১",18
"01087","দীপ নিবে গেছে মম নিশীথ সমীরে,","দাদরা","১",22
"01088","দূরের বন্ধু সুরের দূতীরে","কাহারবা","২",21
"01093","নয়ন মেলে দেখি আমায় বাঁধন বেঁধেছে","একতালা","১",17
"01094","না   চাহিলে যারে পাওয়া যায়,","দাদরা","২",17
"01095","না বুঝে কারে তুমি ভাসালে আঁখিজলে","কাহারবা(৪/৪)","২",22
"01096","নাই নাই নাই যে বাকি","দাদরা","১",17
"01097","নাই যদি বা এলে তুমি এড়িয়ে যাবে তাই বলে","দাদরা","১",21
"01099","নিমেষের তরে শরমে বাধিল","দাদরা","২",24
"01105","প্রভাত-আলোরে মোর কাঁদায়ে গেল","দাদরা","২",17
"01106","প্রাণ চায় চক্ষু না চায়","দাদরা","১",24
"01108","প্রেমের ফাঁদ পাতা ভুবনে","দাদরা","২",21
"01109","ফিরবে না তা জানি","দাদরা","১",22
"01111","বনে এমন ফুল ফুটেছে","দাদরা","১",25
"01112","বনে যদি ফুটল কুসুম নেই কেন সেই পাখি","কাহারবা","১",21
"01114","বাহির পথে বিবাগি হিয়া","ঝম্পক","৩",22
"01115","বাঁশরি বাজাতে চাহি","তিনতালা","১",21
"01116","বিদায় করেছ যারে নয়নজলে","দাদরা","১",16
"01117","বিনা সাজে সাজি দেখা দিয়েছিলে","ষষ্ঠী(২/৪)","২",20
"01118","বিরহ মধুর হল আজি মধুরাতে","কাওয়ালি(৪/৪/৪/৪)","১",21
"01119","বুঝি বেলা বহে যায়","দাদরা","১",17
"01123","মনে কী দ্বিধা রেখে গেলে চলে সে দিন ভরা সাঁঝে,","তালমুক্ত","৩",27
"01124","মনে যে আ‎শা লয়ে","তিনতালা","১",22
"01125","যখন এসেছিলে অন্ধকারে","তেওড়া","১",23
"01126","যখন ভাঙল মিলন-মেলা","কাহারবা","১",28
"01127","যদি আসে তবে কেন যেতে চায়","একতালা","১",19
"01128","যুগে যুগে বুঝি আমায় চেয়েছিল সে","কাহারবা","১",21
"01129","যে দিন সকল মুকুল গেল ঝরে","দাদরা","২",17
"01132","যৌবনসরসীনীরে মিলনশতদল","কাহারবা","১",24
"01135","লুকালে বলেই খুঁজে বাহির করা","দাদরা","২",23
"01137","শ্রাবণের পবনে আকুল বিষণ্ণ সন্ধ্যায়","ঝাঁপ","১",15
"01140","সখী, আঁধারে একেলা ঘরে মন মানে না","যৎ","২",28
"01142","সখী, বহে গেল বেলা, শুধু হাসিখেলা","দাদরা","২",18
"01144","সব কিছু কেন নিল না","দাদরা","২",17
"01145","সমুখেতে বহিছে তটিনী","তিনতালা","১",26
"01147","সুখে আছি, সুখে আছি","দাদরা","২",18
"01148","সে যে পাশে এসে বসেছিল,","তেওড়া","২",24
"01149","সে যে বাহির হল আমি জানি","দাদরা","১",20
"01150","স্বপ্নমদির নেশায় মেশা এ উন্মওতা","দাদরা","১",17
"01151","হল না লো হল না সই","তিনতালা","১",26
"01152","হাসিরে কি লুকাবি লাজে","কাশ্মীরি","১",17
"01153","হে বিরহী, হায়, চঞ্চল হিয়া তব","কাহারবা","১",21
"01154","হেলাফেলা সারা বেলা এ কী খেলা","দাদরা","২",25
"01155","হৃদয়বেদনা বহিয়া","তেওড়া","১",24
"01156","কেন জাগে না  জাগে না অবশ পরান","যৎ","১",25
"01158","আমি জেনে শুনে তবু ভুলে আছি","দাদরা","১",21
"01159","নয়ান ভাসিল জলে","একতাল(৪/৪/৪)","১",16
"01160","হিংসায় উন্মত্ত পৃথ্বী","দাদরা","২",17
"01161","অনেক দিয়েছ নাথ","তিনতালা","১",21
"01162","তব অমল পরশরস","তিনতালা","১",21
"01163","বীণা বাজাও হে মম অন্তরে","ধামার(৩/২/২/৩/৪)","১",20
"01164","শান্তি করো বরিষন নীরব ধারে","সুরফাঁক","১",14
"01165","হে সখা, মম হৃদয়ে রহো","একতালা","১",17
"01167","চিরসখা, ছেড়ো না মোরে ছেড়ো না","তিনতালা","১",21
"01168","স্বামী, তুমি এসো আজ","দাদরা","১",19
"01169","হায় কে দিবে সান্ত্বনা","তিনতালা","১",21
"01170","আর কত দূরে আছে","তেওড়া","১",21
"01171","কামনা করি একান্তে","দাদরা","১",19
"01172","নাথ হে, প্রেম পথে সব বাধা","তিনতালা","১",24
"01173","পূর্ণ-আনন্দ পূর্ণমঙ্গল রূপে হৃদয়ে এসো","দাদরা","১",19
"01174","সংশয়তিমিরমাঝে","তেওড়া","২",24
"01175","নিশিদিন মোর পরানে","তিনতালা","১",21
"01177","এ মোহ-আবরণ খুলে দাও","আড়াঠেকা","১",21
"01178","ডাকিছ কে তুমি তাপিত","ধামার(৩/২/২/৩/৪)","১",20
"01179","আজি নাহি নাহি নিদ্রা আঁখিপাতে","তিনতালা","১",24
"01180","তিমিরবিভাবরী কাটে কেমনে","ত্রিতাল(৪/৪/৪/৪)","১",21
"01181","অমৃতের সাগরে","ধামার(৩/২/২/৩/৪)","১",20
"01182","কার মিলন চাও, বিরহী","দাদরা","২",24
"01183","তোমা লাগি, নাথ","দাদরা","১",19
"01184","মোরে বারে বারে ফিরালে","একতালা","১",21
"01185","কোথা হতে বাজে প্রেমবেদনা রে !","তিনতালা","১",25
"01186","নিকটে দেখিব তোমারে","তিনতালা","১",21
"01187","তোমার দেখা পাব বলে","তিনতালা","১",21
"01189","এ পরবাসে রবে কে হায়","মধ্যমান","১",21
"01190","এখনো আঁধার রয়েছে","চৌতাল","১",19
"01192","শূন্য প্রাণ কাঁদে সদা,  প্রাণেশ্বর","তিনতালা","১",21
"01193","সুখহীন নিশিদিন","কাওয়ালি(৪/৪/৪/৪)","১",21
"01194","দূরে কোথায় দূরে দূরে","তালমুক্ত","১",20
"01195","পিপাসা হায় নাহি মিটিল","তিনতালা","১",27
"01196","দিন যায় রে দিন যায় বিষাদে","আড়াঠেকা","১",21
"01199","কেমনে ফিরিয়া যাও","দাদরা","১",19
"01200","কে বসিল আজি হৃদয়াসনে","মধ্যমান","১",21
"01201","অসীম কালসাগরে ভুবন","ঝাঁপ","১",18
"01202","ইচ্ছা যবে হবে লইয়ো পারে","কাওয়ালি(৪/৪/৪/৪)","১",21
"01203","শুভ্র আসনে বিরাজ' অরুণছটামাঝে","আড়াচৌতাল(২/৪/২/৪)","১",19
"01204","পেয়েছি অভয়পদ,আর ভয় কারে","ঝাঁপ","১",15
"01205","শুনেছে তোমার নাম অনাথ আতুর জন-","ঝাঁপ","১",15
"01206","সত্য মঙ্গল প্রেমময় তুমি","তেওড়া","১",21
"01207","চিরবন্ধু চিরনির্ভর চিরশান্তি","ষষ্ঠী(২/৪)","১",26
"01208","বাঁচান বাঁচি, মারেন মরি","দাদরা","১",17
"01209","সংসারে কোনো ভয় নাহি নাহি","আড়াচৌতাল(২/৪/২/৪)","১",19
"01210","শক্তি রূপ হেরো তাঁর","দাদরা","১",19
"01211","শ্রান্ত কেন ওহে পাণ্হ","তিনতালা","১",21
"01212","গাও বীণা - বীণা, গাও রে","একতালা","১",21
"01213","কে রে ওই ডাকিছে,","ধামার(৩/২/২/৩/৪)","১",23
"01214","মন্দিরে মম কে আসিলে হে","একতালা","১",17
"01215","একি করুণা করুণাময়","আড়াঠেকা","১",26
"01216","পেয়েছি সন্ধান তব","দাদরা","১",19
"01218","জননী, তোমার করুণ চরণখানি","নবপঞ্চ(২/৪/৪/৪/৪)","১",24
"01219","তিমিরদুয়ার খোলো","দাদরা","১",27
"01220","তুমি জাগিছ কে ?","দাদরা","১",19
"01222","ভক্তহৃদিবিকাশ প্রাণবিমোহন","সুরফাঁক","১",14
"01223","বাণী তব ধায়","দাদরা","১",19
"01224","প্রথম আদি তব শক্তি","সুরফাঁক(৪/২/৪)","১",14
"01225","শীতল তব পদছায়া","একতালা","১",21
"01226","হে মহাপ্রবল বলী","দাদরা","১",19
"01227","জগতে তুমি রাজা","দাদরা","১",19
"01228","তুমি ধন্য ধন্য হে","ঝাঁপ","১",15
"01229","তাঁহারে আরতি করে চন্দ্র তপন,","দাদরা","১",19
"01231","ওই রে তরী দিল খুলে","দাদরা","২",23
"01232","আমি   কী ব'লে করিব নিবেদন","দাদরা","১",15
"01234","ওহে জীবনবল্লভ","একতালা","১",25
"01235","সবাই যারে সব দিতেছে","তেওড়া","২",21
"01236","আমার যে সব দিতে হবে","দাদরা","১",17
"01237","আমি দীন অতি দীন","ঝাঁপ","১",19
"01238","কী ভয় অভয়ধামে তুমি মহারাজ","ঝাঁপ","১",16
"01239","আনন্দ রয়েছে জাগি ভুবনে তোমার","দাদরা","১",19
"01240","সকল ভয়ের ভয় যে তারে","তেওড়া","১",21
"01241","নয়ন তোমারে পায় না দেখিতে","একতালা","১",17
"01242","দয়া দিয়ে হবে গো মোর জীবন ধুতে","একতালা","১",17
"01243","এ মণিহার আমায় নাহি সাজে","দাদরা","১",17
"01244","যেথায় থাকে সবার অধম দীনের হতে দীন","দাদরা","২",17
"01245","ওই আসনতলের মাটির' পরে","কাওয়ালি(৪/৪/৪/৪)","১",23
"01246","আমার মাথা নত করে","তেওড়া","১",21
"01247","গরব মম হরেছ প্রভু","ধামার(৩/২/২/৩/৪)","১",24
"01249","আজি প্রণমি তোমারে চলিব","একতালা","১",21
"01250","যে-কেহ মোরে দিয়েছ সুখ","তেওড়া","১",21
"01252","জীবনে আমার যত আনন্দ","একতালা","১",17
"01253","আঁখিজল মুছাইলে জননী","তিনতালা","১",21
"01254","তোমারি গেহে পালিছ স্নেহে","একতালা","১",17
"01255","অচেনাকে ভয় কী আমার ওরে","দাদরা","২",21
"01256","অনিমেষ আঁখি সেই কে দেখেছে","আড়াঠেকা","১",26
"01257","অল্প লইয়া থাকি, তাই","একতালা","১",17
"01258","অশ্রুনদীর সুদূর পারে","একতালা","১",17
"01259","আগুনে হল আগুনময়","দাদরা","২",17
"01261","আজি মম জীবনে","তিনতালা","১",21
"01262","আজি হেরি সংসার অমৃতময়","চৌতাল","১",19
"01264","আবার যদি ইচ্ছা কর আবার আসি ফিরে","কাহারবা","২",22
"01265","আমাদের খেপিয়ে বেড়ায় যে","দাদরা","১",18
"01266","আমার আর হবে না দেরি","দাদরা","২",17
"01267","আমার এই পথ চাওয়াতেই","দাদরা","২",17
"01268","আমার পথে পথে পাথর ছড়ানো","দাদরা","১",21
"01269","আমার প্রাণের মানুষ আছে প্রাণে","দাদরা","২",17
"01270","আমার ভাঙা পথের রাঙা ধুলায়","দাদরা","২",25
"01271","আমার মন, যখন জাগিলি না রে","দাদরা","২",20
"01272","আমার যাবার বেলাতে","দাদরা","২",17
"01273","আমারে  কে নিবি ভাই","দাদরা","১",25
"01274","আমারে দিই তোমার হাতে","দাদরা","২",21
"01275","আমারে পাড়ায় পাড়ায় খেপিয়ে বেড়ায়","দাদরা","১",17
"01276","আমি আছি তোমার সভার দুয়ার","দাদরা","২",21
"01277","আমি কান পেতে রই ও আমার","দাদরা","১",20
"01278","আমি  তারেই জানি","দাদরা","২",17
"01280","আমি যখন ছিলেম","তেওড়া","২",23
"01281","আলো যে আজ গান করে মোর প্রাণে","কাহারবা","২",23
"01282","আঁধার এল ব'লে","দাদরা","১",18
"01283","আঁধার রাতে একলা পাগল","কাহারবা","১",21
"01284","এ কী সুগন্ধহিল্লোল বহিল","ঝাঁপ","১",15
"01285","এই আসা যাওয়ার খেয়ার কূলে আমার বাড়ি","দাদরা","২",17
"01286","এই তো তোমার আলোকধেনু","দাদরা","৩",22
"01287","এই লভিনু সঙ্গ তব,সুন্দর হে সুন্দর","ঝম্পক","৩",22
"01288","এই তো তোমার প্রেম,","কাওয়ালি(৪/৪)","২",26
"01289","একটি নমস্কারে,প্রভু,একটি নমস্কারে","একতালা","১",17
"01290","একি এ সুন্দর শোভা","তিনতালা","১",26
"01291","একি লাবণ্যে পূর্ণ প্রাণ, প্রাণেশ হে","একতালা","১",21
"01292","এখন আমার সময় হল","দাদরা","১",17
"01293","এবার রঙিয়ে গেল","দাদরা","২",19
"01294","ওই মরণের সাগরপারে","দাদরা","১",17
"01295","ওগো সুন্দর, একদা কী জানি কোন্ পুণ্যের ফলে","দাদরা","১",17
"01296","ওগো পথের সাথি নমি বারম্বার","ঝাঁপ","১",19
"01297","ওরে পথিক, ওরে প্রেমিক","কাহারবা","১",21
"01298","ওরে,  আগুন আমার ভাই,","দাদরা","১",21
"01299","ওহে   সুন্দর, মরি মরি,","কাহারবা","১",21
"01300","কে গো অন্তরতর সে","দাদরা","১",17
"01301","কেন রে এই দুয়ারটুকু","একতালা","১",17
"01302","কেমনে রাখিবি তোরা তাঁরে","ঝাঁপ","১",15
"01303","কোথায় তুমি, আমি কোথায়","ঝাঁপ","১",15
"01304","কোন্ আলোতে প্রাণের প্রদীপ জ্বালিয়ে তুমি ধরায় আস--","দাদরা","২",25
"01305","কোন্ খেলা যে খেলব কখন্ ভাবি বসে সেই কথাটাই","দাদরা","২",20
"01306","চলি গো,চলি গো, যাই গো চলে","কাহারবা","১",21
"01307","চিরদিবস নব মাধুরী","দাদরা","১",19
"01308","ছিন্ন পাতার সাজাই তরণী","কাওয়ালি(৪/৪)","২",26
"01309","জয় জয় পরমা নিষ্কৃতি হে","কাহারবা","২",21
"01310","জয় ভৈরব,জয় শঙ্কর","অখন্ড ৬ মাত্রা","২",15
"01311","জরোজরো প্রাণে, নাথ","দাদরা","১",21
"01312","জাগে নাথ জোছনারাতে","ধামার(৩/২/২/৩/৪)","১",20
"01313","জানি গো দিন যাবে","দাদরা","২",21
"01314","জানি জানি তোমার প্রেমে","দাদরা","২",20
"01315","ডাকিল মোরে জাগার সাথি","দাদরা","১",20
"01316","তুমি সুন্দর,যৌবনঘন","ষষ্ঠী(২/৪)","১",17
"01317","তুমি হঠাৎ-হাওয়ায় ভেসে-আসা ধন","দাদরা","১",21
"01318","তোমায় চেয়ে আছি বসে","ষষ্ঠী(২/৪)","২",17
"01319","তোমার অসীমে প্রাণমন লয়ে","তিনতালা","১",21
"01320","তোমার খোলা হাওয়া লাগিয়ে পালে টুকরো করে কাছি","কাহারবা","২",26
"01322","তোমারি নামে নয়ন মেলিনু","তেওড়া","১",21
"01323","তোমারি মধুর রূপে","দাদরা","১",19
"01324","দিন অবসান হল","কাহারবা","১",24
"01325","দিন ফুরালো হে সংসারী","তালমুক্ত","১",20
"01326","দিন যদি হল অবসান","কাহারবা","১",23
"01327","দিনের বেলায় বাঁশি তোমার বাজিয়েছিলে","কাহারবা","২",24
"01328","দুঃখ যে তোর নয় রে চিরন্তন","দাদরা","১",21
"01329","দেবাধিদেব মহাদেব","সুরফাঁক","১",14
"01330","নমি নমি চরণে","দাদরা","২",21
"01331","না রে, না-রে, হবে না তোর স্বর্গসাধন","কাহারবা","২",21
"01332","পথ এখনো শেষ হলো না, মিলিয়ে এল দিনের ভাতি","কাহারবা","১",24
"01336","পথের শেষ কোথায়","কাহারবা","২",23
"01337","পাতার ভেলা ভাসাই নীরে","কাহারবা","১",21
"01338","পান্থ তুমি, পান্থজনের সখা হে,","দাদরা","২",18
"01339","পুষ্প দিয়ে মারো যারে-----","কাহারবা","২",21
"01340","পেয়েছি ছুটি , বিদায় দেহো ভাই","দাদরা","২",15
"01341","প্রভাতে বিমল আনন্দে","চৌতাল","১",19
"01342","ফুল বলে,ধন্য আমি","কাহারবা","১",24
"01343","মধুর রূপে বিরাজো হে বিশ্বরাজ","ঝাঁপ","১",15
"01344","মধুর, তোমার শেষ যে না পাই","দাদরা","২",21
"01345","মন রে ওরে মন","দাদরা","১",17
"01346","মম অঙ্গনে স্বামী আনন্দে হাসে","ধামার(৩/২/২/৩/৪)","১",20
"01347","মরণসাগরপারে তোমরা অমর","কাওয়ালি(৪/৪)","২",21
"01348","মরণের মুখে রেখে দূরে যাও","কাহারবা","১",24
"01349","মহারাজ, একি সাজে এলে","ঝাঁপ(২/৩/২/৩)","১",15
"01350","মেঘ বলেছে 'যাব যাব,' রাত বলেছে 'যাই',","যৎ(৩/৪/৩/৪)","১",19
"01351","মোর পথিকেরে বুঝি এনেছ এবার","কাহারবা","১",26
"01352","মোর সন্ধ্যায় তুমি সুন্দরবেশে","একতালা(৩/৩/৩/৩)","১",17
"01353","যদি প্রেম দিলে না প্রাণে","দাদরা","১",17
"01355","যাত্রাবেলায় রুদ্র রবে","কাহারবা","১",21
"01356","যেতে যদি হয় হবে","দাদরা","১",17
"01357","রজনীর শেষ তারা, গোপনে আঁধারে","কাহারবা","১",24
"01358","রহি রহি আনন্দতরঙ্গ জাগে","তিনতালা","১",21
"01359","রুদ্রবেশে কেমন খেলা","কাহারবা","২",21
"01361","লহো লহো তুলে লহো","তেওড়া","২",24
"01362","শেষ নাহি যে, শেষ কথা কে বলবে","কাহারবা","২",26
"01363","সকল গর্ব দূর করি দিব","একতালা","১",17
"01364","সুন্দর বটে তব অঙগদখানি","কাহারবা","২",21
"01365","সুন্দর বহে আনন্দমন্দানিল","সুরফাঁক","১",14
"01366","সে যে মনের মানুষ","দাদরা","২",20
"01367","হাওয়া লাগে গানের পালে","দাদরা","২",21
"01368","হার মানালে গো","কাওয়ালি(৪/৪)","২",21
"01369","হৃদয়শশী হৃদিগগনে উদিল মঙ্গললগনে","একতালা","১",17
"01370","হৃদয়ে হৃদয়ে আসি মিলে যায় যেথা","ঝাঁপ","১",15
"01371","হে নিখিলভারধারণ বিশ্ববিধাতা","দাদরা","১",15
"01373","নৃত্যের তালে তালে নটরাজ,","তালমুক্ত","১",30
"01374","নাই ভয়, নাই ভয়, নাই রে","কাহারবা","১",21
"01375","প্রলয়নাচন নাচলে যখন আপন ভুলে","দাদরা","২",17
"01376","কালের মন্দিরা যে সদাই বাজে ডাইনে বাঁয়ে দুই হাতে","কাহারবা","১",21
"01377","মম চিত্তে নিতি নৃত্যে","কাশ্মীরি","২",20
"01379","কমলবনের মধুপরাজি","একতালা","১",17
"01381","মধুর মধুর ধ্বনি বাজে","কাহারবা","১",25
"01383","আমার নাই বা হলো পারে যাওয়া","দাদরা","১",17
"01387","রাঙিয়ে দিয়ে যাও","দাদরা","১",17
"01388","আমার অন্ধপ্রদীপ শূন্য-পানে","দাদরা","১",17
"01389","কেনো যে মন ভোলে আমার মন জানে না","দাদরা","১",21
"01390","আমারে ডাক দিল কে","দাদরা","১",23
"01391","হাটের ধুলা সয় না যে আর, কাতর করে প্রাণ","দাদরা","১",23
"01392","আমি  একলা চলেছি এ ভবে","দাদরা","১",25
"01393","স্বপন-পারের ডাক শুনেছি","দাদরা","২",17
"01396","পাগল যে তুই, কন্ঠ ভরে","দাদরা","২",25
"01397","খেলাঘর বাঁধতে লেগেছি আমার","দাদরা","২",17
"01399","আমার জীর্ন পাতা যাবার","তেওড়া","২",21
