"id","name","taal","abartan","tableWidth"
"01400","এ শুধু অলস মায়া","তিনতালা","১",21
"01401","যে আমি ওই ভেসে চলে","দাদরা","২",21
"01403","তরীতে পা দিই নি","দাদরা","১",17
"01404","আমি  ফিরব না রে","কাশ্মীরি","১",17
"01405","আয় আয় রে পাগল","দাদরা","১",20
"01407","আকাশ হতে আকাশ - পথে","দাদরা","১",22
"01408","আলোক-চোরা লুকিয়ে এল ওই-","ষষ্ঠী(২/৪)","২",17
"01409","জাগ,আলসশয়নবিলগ্ন জাগ আলস-শয়ন-বিলগ্ন","কাহারবা","২",21
"01411","মোরা সত্যের 'পরে","একতালা","১",17
"01412","আমাদের শান্তিনিকেতন","দাদরা","২",21
"01413","না গো, এই যে ধুলা আমার না এ","দাদরা","২",17
"01414","জীবন আমার চলছে যেমন তেমনি ভাবে","দাদরা","২",19
"01415","কী পাই নি তারি হিসাব মিলাতে","কাহারবা","১",21
"01416","আমি সব নিতে চাই","দাদরা","১",17
"01417","আলো আমার আলো","দাদরা","১",17
"01418","ওরে ওরে ওরে,আমার মন মেতেছে","দাদরা","১",17
"01420","আনন্দেরই সাগর হতে এসেছে আজ বান","তেওড়া","২",27
"01421","খরবায়ু বয় বেগে","কাওয়ালি(৪/৪)","২",21
"01423","গগনে গগনে ধায় হাঁকি","দাদরা","১",17
"01425","ওই ঝঞ্ঝার ঝঙ্কারে ঝঙ্কারে বাজল ভেরী","কাহারবা","২",21
"01427","নাহয় তোমার যা হয়েছে তাই হল","দাদরা","১",17
"01428","সে কোন্ বনের হরিণ","দাদরা","১",17
"01430","এমনি করেই যায় যদি দিন","তেওড়া","১",21
"01432","ফিরে ফিরে আমায় মিছে ডাকো স্বামী","দাদরা","২",22
"01435","আমাকে যে বাঁধবে ধরে","কাশ্মীরি","১",17
"01436","আমি চঞ্চল হে,","দাদরা","২",17
"01437","ওরে সাবধানী পথিক","একতালা","১",19
"01438","তরী আমার হঠাৎ ডুৱে যায়","কাহারবা","২",21
"01439","আমি কেবলই স্বপন করেছি বপন","একতালা","১",17
"01443","দূর রজনীর স্বপন লাগে","কাওয়ালি(৪/৪)","২",21
"01446","কৃষ্ণকলি আমি তারেই বলি","দাদরা","৩",22
"01447","তুমি কি কেবলই ছবি,শুধু পটে লিখা","কাহারবা","১",21
"01448","আজ তারায় তারায় দীপ্ত শিখার অগ্নি জ্বলে","দাদরা","১",17
"01449","ওরে প্রজাপতি","কাওয়ালি(৪/৪)","২",22
"01450","নমো যন্ত্র,নমো -যন্ত্র","দাদরা","১",17
"01451","ওগো নদী,আপন বেগে","দাদরা","১",24
"01452","প্রাঙ্গণে মোর শিরীষশাখায়","দাদরা","২",21
"01453","হে  আকাশবিহারী নীরদবাহন জল","দাদরা","২",17
"01455","ও কি এল ও, কি এল না","দাদরা","২",17
"01456","দূরদেশী সেই রাখাল ছেলে","দাদরা","১",20
"01457","বাজে গুরু গুরু শঙ্কার ডঙ্কা","কাহারবা","২",21
"01461","দেখা না-দেখায় মেশা","দাদরা","২",17
"01464","আধেক ঘুমে নয়ন চুমে","দাদরা","২",17
"01465","পাখি বলে, 'চাঁপা, আমারে কও","সুরফাঁক(৩/২/৩/২)","১",15
"01466","মাটির বুকের মাঝে বন্দী যে জল","দাদরা","১",17
"01467","আমি সন্ধ্যাদীপের শিখা,","দাদরা","১",21
"01468","মাটির প্রদীপ খানি আছে","দাদরা","১",21
"01473","আমরা খুঁজি খেলার সাথি----","দাদরা","১",17
"01479","আমার যাবার সময় হল","একতালা","১",17
"01480","আমিই শুধুই রইনু বাকি","একতালা","১",17
"01483","ওগো পুরবাসী","কাহারবা","১",21
"01484","ওগো ভাগ্যদেবী পিতামহী, মিটল আমার আশ","দাদরা","২",17
"01485","ওগো তোমরা সবাই ভালো (যার অদৃষ্টে যেমনি জুটেছে)","দাদরা","১",21
"01486","ওর ভাব দেখে যে পায় হাসি,","দাদরা","১",26
"01487","কঠিন লোহা কঠিন ঘুমে","দাদরা","১",19
"01488","কাঁটাবনবিহারিণী সুর-কানা দেবী","কাহারবা","২",21
"01491","ছিল যে পরানের অন্ধকারে","একতালা","১",17
"01494","পরবাসী,চলে এসো ঘরে","কাহারবা","১",25
"01496","ভালো মানুষ নই রে মোরা","দাদরা","১",21
"01499","মোদের যেমন খেলা তেমন যে কাজ","দাদরা","১",18
"01500","যাহা পাও তাই লও","তেওড়া","১",21
"01501","যে কাঁদনে হিয়া কাঁদিছে","নবতাল(৬/৩)","১",13
"01502","ওরে, যেতে হবে, যেতে হবে রে","আড়াঠেকা","১",21
"01503","নামে","কাহারবা","১",21
"01505","সন্ন্যাসী যে জাগিল ওই, জাগিল ওই, জাগিল","তেওড়া","২",22
"01507","সারা বরষ দেখি নে,মা,","একতালা","১",17
"01508","সুন্দরের বন্ধন নিষ্ঠুরের হাতে","দাদরা","১",17
"01509","সে কোন পাগল যায়","দাদরা","২",17
"01510","হায় হায় রে পরবাসী","কাহারবা","২",24
"01511","হায় হায় হায় দিন চলি যায়","দাদরা","২",21
"01512","পথ দিয়ে কে যায় গো চলে","তেওড়া","১",22
"01513","দুইটি হৃদয়ে একটি আসন","একতালা","১",19
"01514","সুধাসাগরতীরে হে, এসেছে নরনারী সুধারসপিয়াসে","ধামার(৩/২/২/৩/৪)","১",24
"01516","দুটি প্রাণ এক ঠাঁই","ঝাঁপ","১",15
"01517","সুখে থাকো আর সুখী করো সবে","একতালা","১",19
"01518","দুই হৃদয়ের নদী","ঝাঁপ","১",15
"01520","যে তরণীখানি ভাসালে দুজনে","একতালা","১",17
"01523","আয় আমাদের অঙ্গনে","দাদরা","২",17
"01524","মরুবিজয়ের কেতন উড়াও শূন্যে","দাদরা","২",18
"01525","ওহে নবীন অতিথি","দাদরা","২",21
"01526","এসো হে গৃহদেবতা","কাহারবা","১",26
"01528","আয় রে মোরা ফসল কাটি","দাদরা","২",17
"01529","অগ্নিশিখা,এসো এসো, আনো আনো আলো","কাহারবা","২",24
"01530","এসো এসো প্রাণের উৎসবে","কাহারবা","১",21
"01531","বিশ্বরাজালয়ে বিশ্ববীণা বাজিছে","তালমুক্ত","১",21
"01533","তোমার আনণ্দ ওই গো","দাদরা(৩/৩)","২",25
"01534","গগনের থালে রবি চন্দ্র দীপক জ্বলে,","ঝাঁপ","১",15
"01535","এ হরিসুন্দর,এ হরিসুন্দর","কাহারবা","২",21
"01536","আমরা যে শিশু অতি","ঝাঁপ","১",16
"01537","মহাসিংহাসনে বসি","ঝাঁপ","১",15
"01538","দিবানিশি করিয়া যতন","তিনতালা","১",21
"01539","কোথা আছ,প্রভু","একতালা","১",19
"01540","কী করিলি মোহের ছলনে","তিনতালা","১",21
"01541","দেখ্ চেয়ে দেখ্ তোরা","ঝাঁপ","১",15
"01542","আজি শুভদিনে পিতার ভবনে","তালমুক্ত","১",21
"01544","বর্ষ ওই গেল চলে","আড়াঠেকা","১",26
"01545","তুমি কি গো পিতা আমাদের !","তিনতালা","১",21
"01547","সংসারেতে চারি ধার","আড়াঠেকা","১",21
"01548","কী দিব তোমায়","তিনতালা","১",21
"01549","তোমারেই প্রাণের আশা কহিব !","কাহারবা","২",24
"01550","হাতে লয়ে দীপ অগণন","ঝাঁপ","১",15
"01551","সকাতরে ওই কাঁদিছে সকলে","একতালা","১",17
"01553","আজি এনেছে তাঁহারি আশীর্বাদ","ঝাঁপ","১",15
"01554","চলিয়াছি গৃহপানে,","তিনতালা","১",27
"01556","ভব কোলাহল","তিনতালা","১",21
"01558","তবে কি ফিরিব","তিনতালা","১",21
"01560","দুখ দূর করিলে","ঝাঁপ","১",15
"01561","দাও হে হৃদয় ভরে দাও","তিনতালা","১",25
"01563","ডেকেছেন প্রিয়তম","ঝাঁপ","১",15
"01564","চলেছে তরণী প্রসাদপবনে","তেওড়া","১",21
"01565","পিতার দুয়ারে দাঁড়াইয়া সবে","একতালা","১",17
"01566","তোমায় যতনে রাখিব হে","ঝাঁপ","১",15
"01568","দুঃখের কথা তোমায় বলিব না","একতালা","১",17
"01569","তাঁহার আনন্দধারা জগতে যেতেছে বয়ে","আড়াঠেকা","১",22
"01570","হরি তোমায় ডাকি,","দাদরা","২",18
"01571","আমার ছ জনায় মিলে","একতালা","১",21
"01572","ঘোরা রজনী, এ মোহঘনঘটা","তিনতালা","১",21
"01574","মিটিল সব ক্ষুধা","কাওয়ালি(৪/৪)","২",21
"01575","তারো তারো হরি দীনজনে","তিনতালা","১",21
"01576","তব  প্রেমসুধারসে মেতেছি","তিনতালা","১",26
"01577","আমারেও করো মার্জনা","ঝাঁপ","১",15
"01578","ফিরো না ফিরো না আজি","তিনতালা","১",26
"01579","সবে মিলি গাও রে","দাদরা","১",19
"01580","স্বরূপ তাঁর কে জানে","সুরফাঁক","১",14
"01581","তোমারে জানি নে হে","ঝাঁপ","১",17
"01582","এবার বুঝেছি সখা,","আড়াঠেকা","১",21
"01583","চাহি না সুখে থাকিতে","একতালা","১",17
"01584","আজ বুঝি আইল প্রিয়তম","তিনতালা","১",25
"01585","হে মন,তাঁরে দেখো","রুপক","১",21
"01587","আজি রাজ আসনে তোমারে বসাইব","ধামার(৩/২/২/৩/৪)","১",23
"01589","মহাবিশ্বে মহাকাশে মহাকাল- মাঝে তালান্তর","তিনতালা","১",21
"01590","আইল শান্ত সন্ধ্যা,","চৌতাল(২/২/২/২/২/২)","১",19
"01592","আমারে করো জীবনদান","দাদরা","১",19
"01594","মহানন্দে হেরো গো সবে","তেওড়া","১",25
"01595","প্রভু, খেলেছি অনেক খেলা-","একতালা","১",21
"01596","আমি জেনে শুনে তবু ভুলে আছি","দাদরা","১",21
"01600","নয়ন তোমারে পায় না দেখিতে","একতালা","১",17
"01601","মাঝে মাঝে তব দেখা পাই","দাদরা","১",21
"01602","ওহে জীবনবল্লভ","একতালা","১",25
"01605","যাত্রী আমি ওরে","দাদরা","১",17
"01607","সুখের মাঝে তোমায় দেখেছি","দাদরা","২",17
"01609","মনের মধ্যে নিরবধি শিকল গড়ার কারখানা","দাদরা","১",20
"01610","খেলার সাথি বিদায়দ্বার খোলো","তালমুক্ত","১",26
"01611","যাওয়া-আসারই এই কি খেলা","তালমুক্ত","১",17
"01612","বুঝি ওই সুদূরে ডাকিল মোরে","তালমুক্ত","১",16
"01613","কোন ভীরুকে ভয় দেখাবি","দাদরা","১",19
"01616","শুভ্র প্রভাতে পূর্বগগনে উদিল","তালমুক্ত","১",20
"01619","কেন গো সে মোরে যেন করে না বিশ্বাস","একতালা","১",17
"01620","তোরা বসে গাঁথিস মালা, তারা গলায় পরে","আড়াঠেকা","১",26
"01621","বলি,ও আমার গোলাপ-বালা","খেমটা","১",17
"01622","গোলাপ ফুল ফুটিয়ে আছে","ঝাঁপ","১",15
"01625","শুন নলিনী, খোলো গো আঁখি","খেমটা","১",17
"01628","হৃদয় মোর কোমল অতি, সহিতে নারি রবির জ্যোতি","ঝাঁপ","১",15
"01629","হৃদয়ের মণি আদরিণী মোর","একতালা","১",17
"01630","খুলে দে তরণী, খুলে দে তোরা,","একতালা","১",17
"01631","এ কী হরষ হেরি কাননে","আড়াঠেকা","১",21
"01632","আমি স্বপনে রয়েছি ভোর, সখী, আমারে জাগায়ো না","দাদরা","১",17
"01633","গেল গেল নিয়ে গেল এ প্রণয়স্রোতে","ঝাঁপ","১",15
"01634","হাসি কেন নাই ও নয়নে","কাহারবা","২",21
"01636","কতবার ভেবেছিনু আপনা ভুলিয়া","একতালা","১",17
"01641","হা  সখী ও আদরে আরো বাড়ে","তিনতালা","১",21
"01642","ওকে কেন কাঁদালি","ঝাঁপ","১",15
"01644","চরাচর সকলই মিছে মায়া, ছলনা","তিনতালা","১",21
"01645","তারে দেহো গো আনি","আড়াঠেকা","১",26
"01648","দুজনে দেখা হল","দাদরা","১",21
"01652","ও গান আর গাস্ নে, গাস্ নে, গাস্ নে","একতালা","১",17
"01654","ফুলটি ঝরে গেছে রে","একতালা","১",23
"01655","সখা হে কী দিয়ে আমি তুষিব তোমায়","একতালা","১",17
"01656","বলি গো সজনী, যেয়ো না,","একতালা","১",17
"01657","সহে না যাতনা","তিনতালা","১",21
"01658","যাই যাই, ছেড়ে দাও স্রোতের মুখে ভেসে যাই","দাদরা","১",17
"01661","ফিরায়ো না মুখখানি","কাওয়ালি(৪/৪/৪/৪)","১",21
"01662","হিয়া কাঁপিছে সুখে কি দুখে সখী","তালমুক্ত","১",18
"01663","দাঁড়াও মাথা খাও, যেয়ো না সখা","তিনতালা","১",21
"01664","কে যেতেছিস, আয় রে হেথা-হৃদয়খানি যা না দিয়ে","দাদরা","১",17
"01665","আবার মোরে পাগল করে দিবে কে","দাদরা","২",15
"01667","কাছে ছিলে, দূরে গেলে","দাদরা","২",18
"01670","আজি মোর দ্বারে কাহার মুখ হেরেছি","তিনতালা","১",21
"01673","বিধি ডাগর আঁখি যদি দিয়েছিল","তিনতালা","১",21
"01674","বঁধু মিছে রাগ কোরো না","একতালা","১",17
"01677","বুঝি এল, বুঝি এল ওরে প্রাণ","কাহারবা","১",21
"01679","তরুণ প্রাতের অরুণ আকাশ","দাদরা","১",17
"01686","অবেলায় যদি এসেছে আমার বনে","তেওড়া","২",21
"01687","তুমি তো সেই যাবেই চলে, কিছু তো না রবে বাকি","একতালা","১",17
"01688","আপনহারা মাতোয়ারা","ষষ্ঠী(২/৪)","৩",25
"01690","ওগো জলের রানী","দাদরা","২",17
"01692","চরণরেখা তব যে পথে দিলে লেখি","দাদরা","১",17
"01694","এবার বুঝি ভোলার বেলা হল","কাহারবা","২",23
"01695","কী ধ্বনি বাজে","তালমুক্ত","১",20
"01703","কী বেদনা মোর","দাদরা","২",17
"01704","আমার কী বেদনা সে কি জানো","দাদরা","২",17
"01709","রিমিকি ঝিমিকি ঝরে ভাদরের ধারা","তালমুক্ত","৩",21
"01710","আজি কোন্ সুরে বাঁধিব","কাহারবা","২",24
"01711","প্রেম এসেছিল নিঃশব্দচরণে","কাহারবা","১",26
"01712","নির্জন রাতে নিঃশব্দ চরণপাতে কেন এলে","অখন্ড ৪ মাত্রা","৩",21
"01713","এসো  এসো ওগো শ্যামছায়াঘন দিন","কাহারবা","২",26
"01715","যারা বিহান-বেলায় গান এনেছিল আমার মনে","তালমুক্ত","১",21
"01720","বিশ্ববিদ্যাতীর্থপ্রাঙ্গণ কর'","তেওড়া","২",24
"01725","নবজীবনের যাত্রাপথে","কাহারবা","২",21
"01727","সমুখে শান্তিপারাবার","কাহারবা","২",21
"01728","একদিন যারা মেরেছিল তাঁরে গিয়ে","দাদরা","২",20
"01729","ওই মহামানব আসে","কাহারবা","২",21
"01730","হে নূতন দেখা দিক আর-বার","কাহারবা","২",21
"01732","প্রেমের মিলনদিনে","কাহারবা","২",26
"01733","সুমঙ্গলী বধূ","কাহারবা","২",21
"01735","জ্বল্ জ্বল্ চিতা, দ্বিগুণ দ্বিগুন","একতালা","১",17
"01736","হৃদয়ে রাখো  গো দেবী, চরণ তোমার","তিনতালা","১",21
"01737","নীরব রজনী দেখো মগ্ন জোছনায়","মধ্যমান","১",21
"01738","ক্ষমা করো মোরে সখী","অর্দ্ধঝাঁপ","২",15
"01744","আঁধার শাখা উজল করি","ঝাঁপ","১",15
"01745","সখী, ভাবনা কাহারে বলে","একতালা","১",17
"01746","কাছে তার যাই যদি","কাহারবা","১",21
"01749","কিছুই তো হল না","আড়াঠেকা","১",21
"01752","বুঝেছি বুঝেছি সখা, ভেঙেছে প্রণয়!","আড়াঠেকা","১",26
"01753","তুই রে বসন্তসমীরণ","ঝাঁপ","১",15
"01754","বসন্তপ্রভাতে এক মালতীর ফুল","ঝাঁপ","১",15
"01755","তরুতলে ছিন্নবৃন্ত মালতীর ফুল","ঝাঁপ","১",15
"01756","যোগী হে, কে তুমি হৃদি-আসনে!","একতালা","১",17
"01759","প্রিয়ে,তোমার ঢেঁকি হলে যেতেম বেঁচে","দাদরা","১",19
"01760","কথা কোস্ নে লো রাই,","দাদরা","১",21
"01761","ওই জানালার কাছে বসে আছে","একতালা","১",19
"01762","সাধ করে কেন, সখা ঘটাবে গেরো","দাদরা","২",17
"01763","ধীরে ধীরে প্রাণে আমার","ঝাঁপ","১",15
"01764","তুমি আছ কোন্ পাড়া?","দাদরা","২",19
"01765","দেখো ওই কে এসেছে - চাও সখী, চাও","খেমটা","১",19
"01766","ভালো যদি বাস, সখী, কী দিব গো আর-","ঝাঁপ","১",15
"01767","ও কেন ভালোবাসা জানাতে আসে ওলো সজনী","খেমটা","১",21
"01768","ভালোবাসিলে যদি সে ভালো না বাসে","একতালা","১",21
"01769","হা, কে বলে দেবে","তিনতালা","১",21
"01770","কেন  রে চাস ফিরে ফিরে","খেমটা","১",21
"01771","প্রমোদে ঢালিয়া দিনু মন","তিনতালা","১",21
"01772","সখা, সাধিতে সাধাতে কত সুখ","দাদরা","১",21
"01773","এত ফুল কে ফোটালে কাননে","দাদরা","১",17
"01774","আমাদের সখীরে কে নিয়ে যাবে রে","দাদরা","২",21
"01775","কোথা ছিলি সজনী লো","তিনতালা","১",21
"01776","ও কী কথা বল সখী","কাহারবা","২",21
"01777","মধুর মিলন","দাদরা","২",31
"01778","মা একবার দাঁড়া গো হেরি","মধ্যমান","১",21
"01779","মা আমার কেন তোরে","তিনতালা","১",25
"01780","ওই আঁখি রে","ঝাঁপ","১",15
"01781","আজ  আসবে শ্যাম গোকুলে ফিরে","খেমটা","১",19
"01782","রাজ-অধিরাজ, তব ভালে জয়মালা-","ঝাঁপ","১",15
"01783","ঝর ঝর রক্ত","দাদরা","২",17
"01784","উলঙ্গিনী নাচে রণরঙ্গে","দাদরা","১",17
"01785","থাকতে আর তো পারলি নে মা","দাদরা","১",17
"01786","খাঁচার পাখি ছিল সোনার খাঁচাটিতে","যৎ(৩/৪/৩/৪)","১",19
"01792","এ কি সত্য সকলই সত্য, হে আমার চিরভক্ত","দাদরা","১",17
"01796","যদি জোটে রোজ","একতালা","১",21
"01797","অভয় দাও তো বলি","তালমুক্ত","১",16
"01798","কত কাল রবে বল'","তিনতালা","১",21
"01799","কী জানি কী ভেবেছ মনে","তালমুক্ত","১",14
"01800","পাছে চেয়ে বসে আমার মন","তালমুক্ত","১",16
"01801","বড়ো থাকি কাছাকাছি","তালমুক্ত","১",15
"01803","দেখব কে তোর","দাদরা","২",17
"01806","স্বর্গে তোমা‎য় নিয়ে যাবে উড়িয়ে","তালমুক্ত","১",16
"01816","মনোমন্দিরসুন্দরী","দাদরা","২",17
"01817","তোমার কটি-তটের ধটি কে দিল রাঙিয়া","ঝম্পক","১",15
"01818","রাজরাজেন্দ্র জয়","ঝাঁপ","১",18
"01819","আমরা বসব তোমার সনে","দাদরা","১",21
"01820","বঁধুয়া, অসময়ে কেন হে প্রকাশ","ঝাঁপ","১",15
"01822","মলিন মুখে ফুটুক হাসি","তেওড়া","১",21
"01827","এই  একলা মোদের হাজার মানুষ","দাদরা","১",17
"01829","মোরা চল্‌ব না","দাদরা","২",17
"01835","ওতো আর  ফিরবে না রে","দাদরা","১",23
"01836","বাজে রে বাজে ডমরু বাজে","দাদরা","২",21
"01845","বাজো রে বাঁশরি","কাহারবা","১",24
"01846","তোমায় সাজাব যতনে","কাহারবা","২",21
"01847","নমো নমো শচীচিতরঞ্জন","কাহারবা","২",21
"01848","নহ মাতা, নহ কন্যা, নহ বধূ, সুন্দরী রূপসী","কাহারবা","২",21
"01853","জয় জয় তাসবংশ-অবতংস","কাহারবা","১",21
"01854","তোলন নামন পিছন সামন","কাহারবা","১",21
"01855","আমারা চিত্র অতি বিচিত্র","কাহারবা","১",21
"01856","চিঁড়েতন হরতন ইস্কাবন","কাহারবা","১",21
"01857","চলো নিয়ম মতে","দাদরা","২",17
"01858","হা-আ-আ-আ-ই","কাহারবা","১",21
"01859","হাঁচ্ছো: ভয় কী দেখাচ্ছ","কাহারবা","১",21
"01860","ইচ্ছে ইচ্ছে","কাহারবা","২",21
"01861","আমরা দূর আকাশের নেশায় মাতাল ঘরভোলা সব যত","দাদরা","২",17
"01862","বাহির হলেম আমি আপন ভিতর হতে","ষষ্ঠী(২/৪)","২",22
"01866","কোথাও আমার হারিয়ে যাওয়ার","দাদরা","২",17
"01867","গহন কুসুম কুঞ্জ মাঝে","দাদরা","১",17
"01868","বজাও রে মোহন বাঁশি !","তালমুক্ত","১",23
"01870","সতিমির রজনী,","তিনতালা","১",23
"01877","আজু, সখি, মুহু মুহু","ঝাঁপ","১",18
"01879","শুন লো শুন লো বালিকা","একতালা","১",18
"01880","হৃদয়ক সাধ মিশাওল হৃদয়ে","তিনতালা","১",21
"01882","সজনি সজনি রাধিকা লো","একতালা","১",17
"01889","এক সূত্রে বাঁধিয়াছি সহস্রটি মন.","দাদরা","২",17
"01890","একি অন্ধকার এ ভারতভূমি !","দাদরা","২",17
"01891","ওরে ভাই, মিথ্যা ভেবো না","দাদরা","২",17
"01892","কে এসে যায় ফিরে ফিরে আকুল নয়ননীরে","তেওড়া","২",21
"01894","ঢাকো রে মুখ, চন্দ্রমা,","চৌতাল(২/২/২/২/২/২)","১",19
"01895","তবু পারি নে সঁপিতে প্রাণ","একতালা","১",17
"01896","তোমারি তরে, মা, সঁপিনু এ দেহ","একতালা","১",17
"01897","দেশে দেশে ভ্রমি তব","একতালা","১",17
"01900","শোনো শোনো আমাদের ব্যথা","ঝাঁপ","১",15
"01901","হে ভারত, আজি তোমারি সভায়","একতালা","১",21
"01902","একবার তোরা মা বলিয়া ডাক্,","একতালা","১",21
"01918","প্রথম যুগের উদয় দিগঙ্গনে","দাদরা","২",19
"01919","যে আমারে দিয়েছে ডাক","কাহারবা","১",21
"01920","বলে, দাও জল দাও জল","দাদরা","১",17
"01921","চক্ষে আমার তৃষ্ণা","দাদরা","১",26
"01922","ফুল বলে ধন্য আমি","কাহারবা","১",26
"01923","আমায় দোষী করো","দাদরা","১",17
"01924","দুঃখ দিয়ে মেটাব দুঃখ তোমার","কাহারবা","১",21
"01925","নব বসন্তের দানের ডালি","দাদরা","১",17
"01927","দই চাই গো, দই চাই, দই চাই গো","কাহারবা","১",28
"01928","ওকে ছুঁয়ো না ছুঁয়ো না ছি","দাদরা","১",20
"01929","ওগো তোমরা যত পাড়ার মেয়ে","দাদরা","১",17
"01931","কী যে ভাবিস তুই অন্য মনে","কাহারবা","১",21
"01932","কাজ নেই কাজ নেই মা","কাহারবা","১",24
"01933","জল দাও আমায়, জল দাও","কাহারবা","১",21
"01934","ক্ষমা করো প্রভু ক্ষমা করো মোরে","কাহারবা","১",21
"01935","শুধু একটু গণ্ডূষ জল","তেওড়া","১",21
"01936","মাটি তোদের ডাক দিয়েছে","দাদরা","১",17
"01937","ওগো ডেকো না মোরে ডেকো না","তেওড়া","২",25
"01938","স্বর্ণবর্ণে সমুজ্জ্বল","তেওড়া","২",21
"01939","তুই অবাক্ করে দিলি আমায় মেয়ে","দাদরা","১",20
"01940","কিসের ডাক তোর কিসের ডাক","তেওড়া","২",26
"01941","হাঁ গো মা, সেই কথাই তো বলে গেলেন তিনি","দাদরা","১",19
"01942","কী কথা বলিস তুই","দাদরা","১",18
"01943","এ নতুন জন্ম, নতুন জন্ম","দাদরা","২",21
"01944","সে যে পথিক আমার","অর্দ্ধঝাঁপ","২",19
"01945","বাছা সহজ করে বল্ আমাকে","দাদরা","১",21
"01946","আমি চাই তাঁরে","কাহারবা","১",21
"01948","ওগো মা, ঐ কথাই তো ভালো","কাহারবা","১",21
"01950","তুই যে আমার বুক চেরা ধন","কাহারবা","১",21
"01952","মা, ওই যে তিনি চলেছেন","কাহারবা","১",26
"01953","ওরে বাছা, দেখতে পারি নে তোর্ দুঃখ","ঝাঁপ","১",16
"01954","পড়্ তুই সব চেয়ে নিষ্ঠুর মন্ত্র","কাহারবা","১",21
"01955","যায় যদি যাক্ সাগরতীরে","কাহারবা","১",21
"01956","ভাবনা করিস নে তুই","কাহারবা","১",22
"01957","ঐ দেখ্ পশ্চিমে মেঘ ঘনাল","কাহারবা","১",21
"01958","লজ্জা, ছি ছি লজ্জা","কাহারবা","১",21
"01959","ওরে বাছা, এখনি অধীর হলি যদি","কাহারবা","১",21
"01960","আমি দেখব না আমি দেখব না","কাহারবা","১",21
"01961","থাক্ তবে থাক্ এই মায়া","কাহারবা","১",21
"01962","সেই ভালো মা সেই ভালো","কাহারবা","১",21
"01963","মা গো এত দিনে মনে হচ্ছে যেন","দাদরা","১",21
"01964","ঘন কালো মেঘ তার পিছনে","কাহারবা","১",21
"01965","ক্ষুধার্ত প্রেম, তার নাই দয়া","কাহারবা","১",21
"01967","ঘুমের ঘন গহন হতে","ঝম্পক","৩",23
"01968","না, দেখব না, আমি দেখব না","কাহারবা","১",24
"01969","অভিশাপ নয় নয়","কাহারবা","১",21
"01970","ও মা, ও মা, ও মা","কাহারবা","১",21
"01971","প্রভু, এসেছ উদ্ধারিতে আমায়","কাহারবা","১",21
"01972","মোহিনী মায়া এল","কাহারবা","১",30
"01973","গুরুগুরু গুরুগুরু ঘন মেঘ গরজে","কাহারবা","১",21
"01974","অহো, কী দুঃসহ স্পর্ধা","কাহারবা","১",21
"01975","হা হতভাগিনী","কাহারবা","১",21
"01976","বেলা যায় বহিয়া , দাও কহিয়া","কাহারবা","১",21
"01977","থাক্ থাক্, মিছে কেন এই খেলা আর","কাহারবা","১",21
"01978","ওরে ঝড় নেমে আয়","কাহারবা","১",21
"01979","বঁধু কোন্ আলো লাগল চোখে","কাহারবা","১",22
"01980","যাও যদি যাও তবে তোমায় ফিরিতে হবে","কাহারবা","১",21
"01981","শুনি ক্ষণে ক্ষণে মনে মনে","কাহারবা","১",26
"01982","দে তোরা আমার নূতন করে দে নূতন আভরণে","কাহারবা","১",21
"01983","আমি তোমারে করিব নিবেদন","দাদরা","১",22
"01984","ক্ষমা করো আমায়","কাহারবা","১",21
"01985","রোদন ভরা এ বসন্ত","কাহারবা","১",24
"01986","তোমার বৈশাখে ছিল","রুপক(৩/৪)","২",19
"01987","আমার এই রিক্ত ডালি","দাদরা","১",21
"01988","মণিপুর নৃপদুহিতা তোমারে চিনি","কাহারবা","১",21
"01989","পুরুষের বিদ্যা করেছিনু শিক্ষা","কাহারবা","১",21
"01990","তাই আমি দিনু বর","কাহারবা","১",23
"01991","আমার অঙ্গে অঙ্গে কে বাজায় বাঁশি","কাহারবা","১",21
"01992","স্বপ্নমদির নেশায় মেশা এ উন্মওতা","দাদরা","১",17
"01993","এরে ক্ষমা কোরো সখা","কাহারবা","১",21
"01994","কাহারে হেরিলাম","কাহারবা","১",26
"01995","তুমি অতিথি অতিথি আমার","কাহারবা","১",21
"01996","পাণ্ডব আমি অর্জুন গাণ্ডীবধন্বা","দাদরা","১",17
"01997","কোন্ ছলনা এ যে নিয়েছে আকার","কাহারবা","১",21
"01998","কোন্ দেবতা সে কী পরিহাসে","কাহারবা","১",23
"01999","অশান্তি আজ হানল এ কী দহনজ্বালা","দাদরা","১",17
"02000","ভস্মে ঢাকে ক্লান্ত হুতাশন","কাহারবা","১",21
"02001","না না সখী ভয় নেই","কাহারবা","১",24
"02002","কেটেছে একেলা বিরহের বেলা","কাহারবা","১",21
"02003","কেন রে ক্লান্তি আসে","ষষ্ঠী(২/৪)","১",17
"02004","হো এল এল এল রে দস্যুর দল","কাহারবা","১",21
"02005","সন্ত্রাসের বিহ্বলতা নিজেরে অপমান","দাদরা","১",17
"02006","চিত্রাঙ্গদা রাজকুমারী কেমন না জানি","কাহারবা","১",21
"02007","ছি ছি কুৎসিত কুরূপ সে","কাহারবা","১",24
"02008","আগ্রহ মোর অধীর অতি","কাহারবা","১",21
"02009","নারীর ললিত লোভন লীলায়","দাদরা","১",17
"02010","যদি মিলে দেখা তবে তারি সাথে","কাহারবা","১",21
"02011","ভাগ্যবতী সে যে","কাহারবা","১",26
