"id","name","year","porjaay","section","number","raag","taal","swaralipikar"
01132,"যৌবনসরসীনীরে মিলনশতদল",1925,প্রেম,প্রেমবৈচিত্র্য,375,ভৈরবী,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
01133,"রোদনভরা এ বসন্ত সখী, কখনো আসে নি বুঝি আগে।",1936,প্রেম,প্রেমবৈচিত্র্য,251,মিশ্র বেহাগ-কীর্তন,কাহারবা,শৈলজারঞ্জন মজুমদার
01134,"লিখন তোমার ধূলায় হয়েছে ধূলি",1926,প্রেম,প্রেমবৈচিত্র্য,279,বেহাগ,দাদরা,দিনেন্দ্রনাথ ঠাকুর
01135,"লুকালে ব'লেই খুঁজে বাহির করা",1927,প্রেম,প্রেমবৈচিত্র্য,325,কীর্তন,দাদরা,দিনেন্দ্রনাথ ঠাকুর
01136,"শুনি ক্ষণে ক্ষণে মনে মনে অতল জলের আহ্বান।",1936,প্রেম,প্রেমবৈচিত্র্য,272,মুলতান-পিলু,কাহারবা,শৈলজারঞ্জন মজুমদার
01137,"শ্রাবণের পবনে আকুল বিষণ্ণ সন্ধ্যায়",1937,প্রেম,প্রেমবৈচিত্র্য,266,কেদারা,ঝাঁপতাল,শৈলজারঞ্জন মজুমদার
01138,"সকল হৃদয় দিয়ে ভালোবেসেছি যারে সে কি ফিরাতে পারে সখী!",1888,প্রেম,প্রেমবৈচিত্র্য,351,সাহানা,কাহারবা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
01139,"সখা, আপন মন নিয়ে কাঁদিয়ে মরি, পরের মন নিয়ে কী হবে।",1888,প্রেম,প্রেমবৈচিত্র্য,356,ভৈরবী,তেওরা,অনুল্লিখিত; ইন্দিরা দেবী
01140,"সখী, আঁধারে একেলা ঘরে মন মানে না।",1925,প্রেম,প্রেমবৈচিত্র্য,281,খাম্বাজ,কাহারবা (বা মুক্তছন্দ),দিনেন্দ্রনাথ ঠাকুর
01141,"সখী, বলো দেখি লো",1885,প্রেম,প্রেমবৈচিত্র্য,376,মিশ্র বেহাগ,কাহারবা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
01142,"সখী, বহে গেল বেলা, শুধু হাসিখেলা এ কি আর ভালো লাগে।",1888,প্রেম,প্রেমবৈচিত্র্য,312,বিলাবল-কীর্তন,দাদরা,ইন্দিরা দেবী; জ্যোতিরিন্দ্রনাথ ঠাকুর
01143,"সখী, সে গেল কোথায়, তারে ডেকে নিয়ে আয়।",1883,প্রেম,প্রেমবৈচিত্র্য,382,বেহাগ,দাদরা,ইন্দিরা দেবী
01144,"সব-কিছু কেন নিল না, নিল না, নিল না ভালোবাসা-",1936,প্রেম,প্রেমবৈচিত্র্য,337,মুলতান-ভীমপলশ্রী,দাদরা,সুশীলকুমার ভঞ্জচৌধুরী
01145,"সমুখেতে বহিছে তটিনী, দুটি তারা আকাশে ফুটিয়া।",1882,প্রেম,প্রেমবৈচিত্র্য,370,মিশ্র কাফি,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
01146,"সাজাব তোমারে হে ফুল দিয়ে দিয়ে",1893,প্রেম,প্রেমবৈচিত্র্য,388,নট হাম্বীর,ধামার,জ্যোতিরিন্দ্রনাথ ঠাকুর
01147,"সুখে আছি, সুখে আছি সখা, আপনমনে।",1888,প্রেম,প্রেমবৈচিত্র্য,354,কীর্তন,দাদরা,জ্যোতিরিন্দ্রনাথ ঠাকুর; ইন্দিরা দেবী
01148,"সে যে পাশে এসে বসেছিল, তবু জাগি নি।",1910,প্রেম,প্রেমবৈচিত্র্য,267,খাম্বাজ,তেওরা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী
01149,"সে যে বাহির হল আমি জানি",1918,প্রেম,প্রেমবৈচিত্র্য,289,পিলু,দাদরা,দিনেন্দ্রনাথ ঠাকুর
01150,"স্বপ্নমদির নেশায় মেশা এ উন্মত্ততা",1936,প্রেম,প্রেমবৈচিত্র্য,271,মেঘমল্লার,দাদরা,শৈলজারঞ্জন মজুমদার
01151,"হল না লো, হল না, সই, হায়-",1885,প্রেম,প্রেমবৈচিত্র্য,390,মিশ্র হাম্বীর-কীর্তন,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর
01152,"হাসিরে কি লুকাবি লাজে।",1909,প্রেম,প্রেমবৈচিত্র্য,386,খাম্বাজ,খেমটা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
01153,"হে বিরহী, হায়, চঞ্চল হিয়া তব",1933,প্রেম,প্রেমবৈচিত্র্য,310,বেহাগ,কাহারবা,সুশীলকুমার ভঞ্জচৌধুরী
01154,"হেলাফেলা সারা বেলা একি খেলা আপন-সনে।",1886,প্রেম,প্রেমবৈচিত্র্য,301,ভৈরবী,দাদরা,জ্যোতিরিন্দ্রনাথ ঠাকুর; দিনেন্দ্রনাথ ঠাকুর এবং ইন্দিরা দেবী (বিকল্প)
01155,"হৃদয়বেদনা বহিয়া, প্রভু, এসেছি তব দ্বারে।",1888,পূজা,বিবিধ,401,কাফি,তেওরা,কাঙালীচরণ সেন
01156,"কেন জাগে না, জাগে না অবশ পরান-",1886,পূজা,বিবিধ,402,বেহাগ,কাহারবা,কাঙালীচরণ সেন
01157,"যাদের চাহিয়া তোমারে ভুলেছি তারা তো চাহে না আমারে",1886,পূজা,বিবিধ,403,মিশ্র কেদারা,একতাল,কাঙালীচরণ সেন
01158,"আমি জেনে শুনে তবু ভুলে আছি, দিবস কাটে বৃথায় হে-",1884,পূজা,বিবিধ,404,কীর্তন,দাদরা,কাঙালীচরণ সেন
01159,"নয়ান ভাসিল জলে-",1910,পূজা,বিবিধ,405,শ্যাম কল্যাণ,একতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; দিনেন্দ্রনাথ ঠাকুর
01160,"হিংসায় উন্মত্ত পৃথ্বী, নিত্য নিঠুর দ্বন্দ্ব",1927,পূজা,বিবিধ,406,ভৈরবী,দাদরা,দিনেন্দ্রনাথ ঠাকুর
01161,"অনেক দিয়েছ নাথ",1887,পূজা,বিবিধ,407,আশাবরী-ভৈরবী,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; সরলা দেবী; কাঙালীচরণ সেন
01162,"তব অমল পরশরস, তব শীতল শান্ত পুণ্যকর অন্তরে দাও।",1909,পূজা,বিবিধ,408,আশাবরী,ত্রিতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; কাঙালীচরণ সেন; দিনেন্দ্রনাথ ঠাকুর
01163,"বীণা বাজাও হে মম অন্তরে॥",1908,পূজা,বিবিধ,409,পূরবী,ধামার,অনুল্লিখিত; কাঙালীচরণ সেন
01164,"শান্তি করো বরিষন নীরব ধারে, নাথ, চিত্তমাঝে",1897,পূজা,বিবিধ,410,তিলক কামোদ,সুরফাঁকতাল,কাঙালীচরণ সেন
01165,"হে সখা, মম হৃদয়ে রহো।",1901,পূজা,বিবিধ,411,ছায়ানট,একতাল,কাঙালীচরণ সেন
01166,"লহো লহো তুলি লও হে ভূমিতল হতে ধূলিম্লান এ পরান-",1898,পূজা,বিবিধ,412,আড়ানা,কাওয়ালি,কাঙালীচরণ সেন
01167,"চিরসখা, ছেড়ো না মোরে ছেড়ো না।",1899,পূজা,বিবিধ,413,বেহাগ,ত্রিতাল,কাঙালীচরণ সেন; অনুল্লিখিত ও কাঙালীচরণ সেন
01168,"স্বামী, তুমি এসো আজ অন্ধকার হৃদয়মাঝ-",1887,পূজা,বিবিধ,414,বেহাগ,চৌতাল,কাঙালীচরণ সেন
01169,"হায় কে দিবে আর সান্ত্বনা।",1886,পূজা,বিবিধ,415,দেশ,ত্রিতাল,অনুল্লিখিত; কাঙালীচরণ সেন
01170,"আর কত দূরে আছে সে আনন্দধাম।",1896,পূজা,বিবিধ,416,হাম্বীর,তেওরা,কাঙালীচরণ সেন
01171,"কামনা করি একান্তে",1894,পূজা,বিবিধ,417,দেশ‌কার,চৌতাল,কাঙালীচরণ সেন
01172,"নাথ হে, প্রেমপথে সব বাধা ভাঙিয়া দাও।",1888,পূজা,বিবিধ,418,সুহা কানাড়া,ত্রিতাল,কাঙালীচরণ সেন
01173,"পূর্ণ-আনন্দ পূর্ণমঙ্গলরূপে হৃদয়ে এসো",1888,পূজা,বিবিধ,419,ইমন‌কল্যাণ‌,চৌতাল,কাঙালীচরণ সেন
01174,"সংশয়তিমিরমাঝে না হেরি গতি হে।",1885,পূজা,বিবিধ,420,রাজবিজয়,তেওরা (বা ত্রিতাল),সুরেন্দ্রনাথ বন্যোপাধ্যায় এবং ইন্দিরা দেবী
01175,"নিশিদিন মোর পরানে প্রিয়তম মম",1916,পূজা,বিবিধ,421,আশাবরী,ত্রিতাল,দিনেন্দ্রনাথ ঠাকুর
01176,"আছ অন্তরে চিরদিন, তবু কেন কাঁদি?।",1888,পূজা,বিবিধ,422,কাফি,চৌতাল,কাঙালীচরণ সেন
01177,"এ মোহ-আবরণ খুলে দাও, দাও হে॥",1885,পূজা,বিবিধ,423,ইমন,আড়াঠেকা,ইন্দিরা দেবী
01178,"ডাকিছ কে তুমি তাপিত জনে তাপহরণ স্নেহকোলে॥",1885,পূজা,বিবিধ,424,খাম্বাজ,ধামার,কাঙালীচরণ সেন
01179,"আজি নাহি নাহি নিদ্রা আঁখিপাতে।",1909,পূজা,বিবিধ,425,কাফি,ত্রিতাল,কাঙালীচরণ সেন; দিনেন্দ্রনাথ ঠাকুর
01180,"তিমিরবিভাবরী কাটে কেমনে",1911,পূজা,বিবিধ,426,বেহাগ,ত্রিতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
01181,"অমৃতের সাগরে আমি যাব যাব রে",1909,পূজা,বিবিধ,427,কামোদ,ধামার,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
01182,"কার মিলন চাও বিরহী-",1909,পূজা,বিবিধ,428,শ্রী‌,তেওরা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
01183,"তোমা লাগি, নাথ, জাগি জাগি হে-",1887,পূজা,বিবিধ,429,পূরবী,চৌতাল,কাঙালীচরণ সেন
01184,"মোরে বারে বারে ফিরালে।",1906,পূজা,বিবিধ,430,নট মল্লার,একতাল,কাঙালীচরণ সেন
01185,"কোথা হতে বাজে প্রেমবেদনা রে!",1909,পূজা,বিবিধ,431,দেশ,ত্রিতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; কাঙালীচরণ সেন
01186,"নিকটে দেখিব তোমারে করেছি বাসনা মনে।",1887,পূজা,বিবিধ,432,রামকেলি,ত্রিতাল,কাঙালীচরণ সেন
01187,"তোমার দেখা পাব ব'লে এসেছি-যে সখা!",1886,পূজা,বিবিধ,433,গৌড় মল্লার,ত্রিতাল,কাঙালীচরণ সেন
01188,"ঘোর দুঃখে জাগিনু, ঘনঘোরা যামিনী",1911,পূজা,বিবিধ,434,ভূপালী,ত্রিতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
01189,"এ পরবাসে রবে কে হায়",1885,পূজা,বিবিধ,435,সিন্ধু‌,মধ্যমান,ইন্দিরা দেবী
01190,"এখনো আঁধার রয়েছে হে নাথ-",1884,পূজা,বিবিধ,436,আশাবরী,চৌতাল,ইন্দিরা দেবী
01191,"ব্যাকুল প্রাণ কোথা সুদূরে ফিরে-",1896,পূজা,বিবিধ,437,ভূপালী,NA,ইন্দিরা দেবী
01192,"শূন্য প্রাণ কাঁদে সদা-- প্রাণেশ্বর",1892,পূজা,বিবিধ,438,কাফি,ত্রিতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর
01193,"সুখহীন নিশিদিন পরাধীন হয়ে ভ্রমিছ দীনপ্রাণে।",1899,পূজা,বিবিধ,439,নট মল্লার (তারানা),ত্রিতাল,ইন্দিরা দেবী
01194,"দূরে কোথায় দূরে দূরে",1911,পূজা,বিবিধ,440,ভৈরবী,মুক্তছন্দ,সুধীরচন্দ্র কর
01195,"পিপাসা হায় নাহি মিটিল, নাহি মিটিল॥",1899,পূজা,বিবিধ,441,ভৈরবী,ত্রিতাল,কাঙালীচরণ সেন
01196,"দিন যায় রে দিন যায় বিষাদে-",1899,পূজা,বিবিধ,442,পিলু,মধ্যমান,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
01197,"তোমা-হীন কাটে দিবস হে প্রভু",1896,পূজা,বিবিধ,443,বাগেশ্রী,আড়াঠেকা,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
01198,"বর্ষ গেল, বৃথা গেল, কিছুই করি নি হায়-",1886,পূজা,বিবিধ,444,ললিত,NA,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
01199,"কেমনে ফিরিয়া যাও না দেখি তাঁহারে!",1893,পূজা,বিবিধ,445,ভৈরবী,চৌতাল,কাঙালীচরণ সেন
01200,"কে বসিলে আজি হৃদয়াসনে ভুবনেশ্বর প্রভু,",1898,পূজা,বিবিধ,446,সিন্ধু‌,মধ্যমান,কাঙালীচরণ সেন
01201,"অসীম কালসাগরে ভুবন ভেসে চলেছে।",1884,পূজা,বিবিধ,447,ভৈরবী,ঝাঁপতাল,ইন্দিরা দেবী
01202,"ইচ্ছা যবে হবে লইয়ো পারে",1899,পূজা,বিবিধ,448,কালাংড়া (ঠুংরি অঙ্গের গান),ত্রিতাল,কাঙালীচরণ সেন
01203,"শুভ্র আসনে বিরাজ' অরুণছটামাঝে",1884,পূজা,বিবিধ,449,ভৈরব,আড়াচৌতাল,কাঙালীচরণ সেন
01204,"পেয়েছি অভয়পদ, আর ভয় কারে-",1885,পূজা,বিবিধ,450,খট,ঝাঁপতাল,কাঙালীচরণ সেন
01205,"শুনেছে তোমার নাম অনাথ আতুর জন-",1885,পূজা,বিবিধ,451,মিশ্র বিলাবল,ঝাঁপতাল,কাঙালীচরণ সেন
01206,"সত্য মঙ্গল প্রেমময় তুমি, ধ্রুবজ্যোতি তুমি অন্ধকারে।",1887,পূজা,বিবিধ,452,ইমন‌কল্যাণ‌,তেওরা,কাঙালীচরণ সেন
01207,"চিরবন্ধু চিরনির্ভর চিরশান্তি",1893,পূজা,বিবিধ,453,মহিশূরী খাম্বাজ,ষষ্ঠী,দিনেন্দ্রনাথ ঠাকুর
01208,"বাঁচান বাঁচি, মারেন মরি-",1909,পূজা,বিবিধ,454,বাউল,দাদরা,দিনেন্দ্রনাথ ঠাকুর; সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
01209,"সংসারে কোনো ভয় নাহি নাহি-",1908,পূজা,বিবিধ,455,ইমন‌কল্যাণ‌,আড়াচৌতাল,অনুল্লিখিত; কাঙালীচরণ সেন
01210,"শক্তিরূপ হেরো তাঁর",1905,পূজা,বিবিধ,456,ইমন‌কল্যাণ‌,চৌতাল,কাঙালীচরণ সেন
01211,"শ্রান্ত কেন ওহে পান্থ, পথপ্রান্তে বসে এ কী খেলা!",1888,পূজা,বিবিধ,457,পূরবী মিশ্র,ত্রিতাল,কাঙালীচরণ সেন
01212,"গাও বীণা-- বীণা, গাও রে।",1885,পূজা,বিবিধ,458,ভৈরবী-রামকেলি,একতাল,কাঙালীচরণ সেন
01213,"কে রে ওই ডাকিছে",1884,পূজা,বিবিধ,459,আলাহিয়া বিলাবল,ধামার,কাঙালীচরণ সেন
01214,"মন্দিরে মম কে আসিলে হে!",1903,পূজা,বিবিধ,460,আড়ানা,একতাল,কাঙালীচরণ সেন
01215,"একি করুণা করুণাময়!",1896,পূজা,বিবিধ,461,বাহার,আড়াঠেকা,কাঙালীচরণ সেন
01216,"পেয়েছি সন্ধান তব অন্তর্যামী, অন্তরে দেখেছি তোমারে॥",1887,পূজা,বিবিধ,462,গৌড় সারং,চৌতাল,কাঙালীচরণ সেন
01217,"আমার হৃদয়সমুদ্রতীরে কে তুমি দাঁড়ায়ে!",1885,পূজা,বিবিধ,463,কীর্তনের সুর,NA,কাঙালীচরণ সেন
01218,"জননী, তোমার করুণ চরণখানি",1909,পূজা,বিবিধ,464,গুণকেলি,নবপঞ্চতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; কাঙালীচরণ সেন; ভীমরাও শাস্ত্রী
01219,"তিমিরদুয়ার খোলো-- এসো, এসো নীরবচরণে।",1908,পূজা,বিবিধ,465,রামকেলি,ত্রিতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; দিনেন্দ্রনাথ ঠাকুর
01220,"তুমি জাগিছ কে?",1887,পূজা,বিবিধ,466,গোঁড়,চৌতাল,কাঙালীচরণ সেন
01221,"আজি শুভ শুভ্র প্রাতে কিবা শোভা দেখালে",1899,পূজা,বিবিধ,467,দেবগান্ধার,NA,কাঙালীচরণ সেন
01222,"ভক্তহৃদিবিকাশ প্রাণবিমোহন",1897,পূজা,বিবিধ,468,ছায়ানট,সুরফাঁকতাল,কাঙালীচরণ সেন
01223,"বাণী তব ধায় অনন্ত গগনে লোকে লোকে",1899,পূজা,বিবিধ,469,আড়ানা,চৌতাল,কাঙালীচরণ সেন
01224,"প্রথম আদি তব শক্তি-",1911,পূজা,বিবিধ,470,সোহিনী,সুরফাঁকতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়
01225,"শীতল তব পদছায়া, তাপহরণ তব সুধা",1896,পূজা,বিবিধ,471,ইমন‌কল্যাণ‌,একতাল,কাঙালীচরণ সেন
01226,"হে মহাপ্রবল বলী",1894,পূজা,বিবিধ,472,কানাড়া,চৌতাল,কাঙালীচরণ সেন
01227,"জগতে তুমি রাজা, অসীম প্রতাপ-",1888,পূজা,বিবিধ,473,কানাড়া,চৌতাল,ইন্দিরা দেবী
01228,"তুমি ধন্য ধন্য হে, ধন্য তব প্রেম",1885,পূজা,বিবিধ,474,কেদারা,ঝাঁপতাল,জ্যোতিরিন্দ্রনাথ ঠাকুর; কাঙালীচরণ সেন
01229,"তাঁহারে আরতি করে চন্দ্র তপন, দেব মানব বন্দে চরণ-",1884,পূজা,বিবিধ,475,বড়হংস সারং,চৌতাল,দিনেন্দ্রনাথ ঠাকুর; কাঙালীচরণ সেন
01231,"ওই রে তরী দিল খুলে।",1910,পূজা,বিবিধ,477,ভৈরবী,রূপকড়া,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী
01232,"আমি কী ব'লে করিব নিবেদন",1902,পূজা,বিবিধ,478,পিলু,অর্ধঝাঁপ,কাঙালীচরণ সেন
01233,"সংসার যবে মন কেড়ে লয়, জাগে না যখন প্রাণ",1901,পূজা,বিবিধ,479,ভৈরবী,একতাল,কাঙালীচরণ সেন; দিনেন্দ্রনাথ ঠাকুর
01234,"ওহে জীবনবল্লভ, ওহে সাধনদুর্লভ",1894,পূজা,বিবিধ,480,কীর্তন,একতাল,কাঙালীচরণ সেন
01235,"সবাই যারে সব দিতেছে তার কাছে সব দিয়ে ফেলি।",1915,পূজা,বিবিধ,481,বাউল,তেওরা,ইন্দিরা দেবী
01236,"আমার যে সব দিতে হবে সে তো আমি জানি-",1914,পূজা,বিবিধ,482,দেশ,একতাল,দিনেন্দ্রনাথ ঠাকুর
01237,"আমি দীন, অতি দীন-",1885,পূজা,বিবিধ,483,রামকেলি,ঝাঁপতাল,কাঙালীচরণ সেন
01238,"কী ভয় অভয়ধামে, তুমি মহারাজা-- ভয় যায় তব নামে॥",1887,পূজা,বিবিধ,484,শঙ্করা,ঝাঁপতাল,কাঙালীচরণ সেন
01239,"আনন্দ রয়েছে জাগি ভুবনে তোমার",1887,পূজা,বিবিধ,485,হাম্বীর,চৌতাল,কাঙালীচরণ সেন
01240,"সকল ভয়ের ভয় যে তারে কোন্‌ বিপদে কাড়বে?",1909,পূজা,বিবিধ,486,বেহাগ,তেওরা,সুরেন্দ্রনাথ বন্দ্যোপধ্যায়
01241,"নয়ন তোমারে পায় না দেখিতে, রয়েছ নয়নে নয়নে।",1887,পূজা,বিবিধ,487,যোগিয়া-কীর্তন,একতাল,কাঙালীচরণ সেন; দিনেন্দ্রনাথ ঠাকুর
01242,"দয়া দিয়ে হবে গো মোর জীবন ধুতে।",1910,পূজা,বিবিধ,488,ভৈরবী,একতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী
01243,"এ মণিহার আমায় নাহি সাজে-",1913,পূজা,বিবিধ,489,ইমন‌কল্যাণ‌,একতাল,ইন্দিরা দেবী; দিনেন্দ্রনাথ ঠাকুর
01244,"যেথায় থাকে সবার অধম দীনের হতে দীন",1910,পূজা,বিবিধ,490,ভৈরবী,দাদরা,ভীমরাও শাস্ত্রী ও ইন্দিরা দেবী
01245,"ওই আসনতলের মাটির ' পরে লুটিয়ে রব",1909,পূজা,বিবিধ,491,বাউল,ত্রিতাল,সুরেন্দ্রনাথ বন্দ্যোপাধ্যায়; ভীমরাও শাস্ত্রী
01246,"আমার মাথা নত করে দাও হে তোমার চরণধুলার তলে।",1906,পূজা,বিবিধ,492,ইমন‌কল্যাণ‌,তেওরা,কাঙালীচরণ সেন
01247,"গরব মম হরেছ, প্রভু, দিয়েছ বহু লাজ।",1904,পূজা,বিবিধ,493,দেশ,তেওরা,কাঙালীচরণ সেন
01248,"ভয় হয় পাছে তব নামে আমি আমারে করি প্রচার হে।",1887,পূজা,বিবিধ,494,ভৈরব,সুরফাঁকতাল,কাঙালীচরণ সেন
01249,"আজি প্রণমি তোমারে চলিব, নাথ, সংসারকাজে।",1899,পূজা,বিবিধ,495,বিভাস-বাউল,একতাল,কাঙালীচরণ সেন; দিনেন্দ্রনাথ ঠাকুর
01250,"যে-কেহ মোরে দিয়েছ সুখ দিয়েছ তাঁরি পরিচয়",1904,পূজা,বিবিধ,496,কাফি,তেওরা,কাঙালীচরণ সেন
01251,"কে জানিত তুমি ডাকিবে আমারে, ছিলাম নিদ্রামগন।",1899,পূজা,বিবিধ,497,দেশ-কীর্তন,দাদরা,সাহানা দেবী
01252,"জীবনে আমার যত আনন্দ পেয়েছে দিবস-রাত",1901,পূজা,বিবিধ,498,সাহানা,একতাল,কাঙালীচরণ সেন
01253,"আঁখিজল মুছাইলে জননী-",1884,পূজা,বিবিধ,499,রামকেলি,ত্রিতাল,কাঙালীচরণ সেন
01254,"তোমারি গেহে পালিছ স্নেহে, তুমি ধন্য ধন্য হে।",1899,পূজা,বিবিধ,500,খাম্বাজ,একতাল,কাঙালীচরণ সেন
01255,"অচেনাকে ভয় কী আমার ওরে?",1914,পূজা,শেষ,590,ইমন,দাদরা,অনাদিকুমার দস্তিদার
01256,"অনিমেষ আঁখি সেই কে দেখেছে",1884,পূজা,বিবিধ,506,দেশ,আড়াঠেকা,কাঙালীচরণ সেন
01257,"অল্প লইয়া থাকি, তাই মোর যাহা যায় তাহা যায়।",1901,পূজা,শেষ,595,ছায়ানট,একতাল,কাঙালীচরণ সেন
01258,"অশ্রুনদীর সুদূর পারে ঘাট দেখা যায় তোমার দ্বারে॥",1918,পূজা,পথ,566,পূরবী,একতাল,দিনেন্দ্রনাথ ঠাকুর
01259,"আগুনে হল আগুনময়।",1920,পূজা,শেষ,610,বাউল,দাদরা,অনাদিকুমার দস্তিদার
01260,"আজকে মোরে বোলো না কাজ করতে",1939,পূজা,শেষ,617,বাউল,দাদরা,অনাদিকুমার দস্তিদার
01261,"আজি মম জীবনে নামিছে ধীরে",1897,পূজা,বিবিধ,508,আড়ানা,ত্রিতাল,অনুল্লিখিত; কাঙালীচরণ সেন
01262,"আজি হেরি সংসার অমৃতময়।",1888,পূজা,সুন্দর,540,বিলাবল,চৌতাল,কাঙালীচরণ সেন
01263,"আপনি আমার কোন্‌খানে",1926,পূজা,পথ,582,পিলু-ভীমপলশ্রী-বাউল,ষষ্ঠী,দিনেন্দ্রনাথ ঠাকুর
01264,"আবার যদি ইচ্ছা কর আবার আসি ফিরে",1914,পূজা,শেষ,591,কালাংড়া,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
01265,"আমাদের খেপিয়ে বেড়ায় যে কোথায় লুকিয়ে থাকে রে?।",1915,পূজা,পথ,575,বাউল,দাদরা,ইন্দিরা দেবী
01266,"আমার আর হবে না দেরি-",1914,পূজা,পথ,563,ভৈরবী-কালাংড়া,দাদরা,সুধীরচন্দ্র কর
01267,"আমার এই পথ-চাওয়াতেই আনন্দ।",1912,পূজা,পথ,559,খাম্বাজ-কীর্তন,দাদরা,অনুল্লিখিত; দিনেন্দ্রনাথ ঠাকুর; ভীমরাও শাস্ত্রী
01268,"আমার পথে পথে পাথর ছড়ানো।",1929,পূজা,পথ,570,বাউল,দাদরা,দিনেন্দ্রনাথ ঠাকুর
01269,"আমার প্রাণের মানুষ আছে প্রাণে",1910,পূজা,বাউল,549,বাউল,দাদরা,অনাদিকুমার দস্তিদার
01270,"আমার ভাঙা পথের রাঙা ধুলায় পড়েছে কার পায়ের চিহ্ন",1914,পূজা,পথ,573,বেহাগ,দাদরা,দিনেন্দ্রনাথ ঠাকুর
01271,"আমার মন, যখন জাগলি না রে",1914,পূজা,বাউল,550,বাউল,দাদরা,অনাদিকুমার দস্তিদার
01272,"আমার যাবার বেলাতে",1912,পূজা,শেষ,599,রামকেলি-কালাংড়া,দাদরা,ভীমরাও শাস্ত্রী
01273,"আমারে কে নিবি ভাই, সঁপিতে চাই আপনারে।",1890,পূজা,বাউল,558,বাউল,দাদরা,এ.এ. বাকে; শৈলজারঞ্জন মজুমদার (কবি-কৃত রেক্র্ড থেকে)
01274,"আমারে দিই তোমার হাতে",1914,পূজা,সুন্দর,524,ভৈরবী,তেওরা,দিনেন্দ্রনাথ ঠাকুর
01275,"আমারে পাড়ায় পাড়ায় খেপিয়ে বেড়ায় কোন্‌ খ্যাপা সে",1909,পূজা,বাউল,555,বাউল,দাদরা,সুরেন্দ্রনাথ বন্দ্যোপধ্যায়
01276,"আমি আছি তোমার সভার দুয়ার-দেশে",1918,পূজা,শেষ,597,মিশ্র কেদারা,তেওরা,দিনেন্দ্রনাথ ঠাকুর
01277,"আমি কান পেতে রই ও আমার আপন হৃদয়গহন-দ্বারে বারে বারে",1922,পূজা,বাউল,546,বিভাস-বাউল,দাদরা,দিনেন্দ্রনাথ ঠাকুর
01278,"আমি তারেই জানি তারেই জানি আমায় যে জন আপন জানে-",1933,পূজা,বাউল,551,পিলু-বাউল,দাদরা,অনাদিকুমার দস্তিদার
01279,"আমি তারেই খুঁজে বেড়াই যে রয় মনে আমার মনে।",1919,পূজা,বাউল,547,কালাংড়া,দাদরা,দিনেন্দ্রনাথ ঠাকুর
01280,"আমি যখন ছিলেম অন্ধ",1932,পূজা,বাউল,554,কীর্তন,তেওরা,শৈলজারঞ্জন মজুমদার
01281,"আলো যে আজ গান করে মোর প্রাণে গো।",1914,পূজা,সুন্দর,518,ভৈরব,কাহারবা,সুধীরচন্দ্র কর
01282,"আঁধার এলে ব'লে",1928,পূজা,শেষ,600,ছায়ানট-বাহার,দাদরা,দিনেন্দ্রনাথ ঠাকুর
01283,"আঁধার রাতে একলা পাগল যায় কেঁদে।",1923,পূজা,শেষ,586,কানাড়া-খাম্বাজ,কাহারবা,দিনেন্দ্রনাথ ঠাকুর
01284,"এ কী সুগন্ধহিল্লোল বহিল",1884,পূজা,সুন্দর,542,রামকেলি,ঝাঁপতাল,কাঙালীচরণ সেন
01285,"এই আসা-যাওয়ার খেয়ার কূলে আমার বাড়ি।",1914,পূজা,পথ,562,ভৈরবী,দাদরা,দিনেন্দ্রনাথ ঠাকুর
01286,"এই তো তোমার আলোকধেনু সূর্য তারা দলে দলে-",1914,পূজা,সুন্দর,520,কেদারা,ঝম্পক,মোহিনী সেনগুপ্তা
